replay_row,component,root_box_id,record_id,final_adjudication_requirement,freeze_route_kind,freeze_route_status,final_replay_status,final_replay_pass
2193,TENSOR,D060-00010811,A062-D060-00010811.d1rho0.d2rho0.d3x31.d4y30.d5x50.d6y50.d7rho1.d8x31.d9y30.d10x50.d11y50.d12rho1,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
2194,TENSOR,D060-00010811,A062-D060-00010811.d1rho0.d2rho0.d3x31.d4y30.d5x50.d6y50.d7rho1.d8x31.d9y31.d10x50.d11y50.d12rho0,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
2195,TENSOR,D060-00010811,A062-D060-00010811.d1rho0.d2rho0.d3x31.d4y30.d5x50.d6y50.d7rho1.d8x31.d9y31.d10x50.d11y50.d12rho1,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
2196,TENSOR,D060-00010811,A062-D060-00010811.d1rho0.d2rho0.d3x31.d4y31.d5x50.d6y50.d7rho0.d8x30.d9y30.d10x50.d11y50.d12rho0,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
2197,TENSOR,D060-00010811,A062-D060-00010811.d1rho0.d2rho0.d3x31.d4y31.d5x50.d6y50.d7rho0.d8x30.d9y30.d10x50.d11y50.d12rho1,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
2198,TENSOR,D060-00010811,A062-D060-00010811.d1rho0.d2rho0.d3x31.d4y31.d5x50.d6y50.d7rho1.d8x30.d9y30.d10x50.d11y50.d12rho0,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
2199,TENSOR,D060-00010811,A062-D060-00010811.d1rho0.d2rho0.d3x31.d4y31.d5x50.d6y50.d7rho1.d8x30.d9y30.d10x50.d11y50.d12rho1,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
2200,TENSOR,D060-00010811,A062-D060-00010811.d1rho0.d2rho1.d3x30.d4y30.d5x50.d6y50.d7rho0.d8x31.d9y30.d10x50.d11y51.d12rho0,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
2201,TENSOR,D060-00010811,A062-D060-00010811.d1rho0.d2rho1.d3x30.d4y30.d5x50.d6y50.d7rho0.d8x31.d9y31.d10x50.d11y50.d12rho0,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
2202,TENSOR,D060-00010811,A062-D060-00010811.d1rho0.d2rho1.d3x30.d4y30.d5x50.d6y50.d7rho0.d8x31.d9y31.d10x50.d11y50.d12rho1,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
2203,TENSOR,D060-00010811,A062-D060-00010811.d1rho0.d2rho1.d3x31.d4y30.d5x50.d6y50.d7rho0.d8x30.d9y30.d10x50.d11y50.d12rho0,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
2204,TENSOR,D060-00010811,A062-D060-00010811.d1rho0.d2rho1.d3x31.d4y30.d5x50.d6y50.d7rho0.d8x30.d9y30.d10x50.d11y50.d12rho1,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
2205,TENSOR,D060-00010811,A062-D060-00010811.d1rho0.d2rho1.d3x31.d4y30.d5x50.d6y50.d7rho0.d8x30.d9y30.d10x50.d11y51.d12rho0,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
2206,TENSOR,D060-00010811,A062-D060-00010811.d1rho0.d2rho1.d3x31.d4y30.d5x50.d6y50.d7rho0.d8x30.d9y30.d10x50.d11y51.d12rho1,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
2207,TENSOR,D060-00010811,A062-D060-00010811.d1rho0.d2rho1.d3x31.d4y30.d5x50.d6y50.d7rho0.d8x30.d9y31.d10x50.d11y50.d12rho1,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
2208,TENSOR,D060-00010811,A062-D060-00010811.d1rho0.d2rho1.d3x31.d4y30.d5x50.d6y50.d7rho0.d8x31.d9y30.d10x50.d11y50.d12rho0,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
2209,TENSOR,D060-00010811,A062-D060-00010811.d1rho0.d2rho1.d3x31.d4y30.d5x50.d6y50.d7rho0.d8x31.d9y30.d10x50.d11y50.d12rho1,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
2210,TENSOR,D060-00010811,A062-D060-00010811.d1rho0.d2rho1.d3x31.d4y30.d5x50.d6y50.d7rho0.d8x31.d9y31.d10x50.d11y50.d12rho0,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
2211,TENSOR,D060-00010811,A062-D060-00010811.d1rho0.d2rho1.d3x31.d4y30.d5x50.d6y50.d7rho1.d8x30.d9y30.d10x50.d11y50.d12rho0,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
2212,TENSOR,D060-00010811,A062-D060-00010811.d1rho0.d2rho1.d3x31.d4y30.d5x50.d6y50.d7rho1.d8x30.d9y30.d10x50.d11y50.d12rho1,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
2213,TENSOR,D060-00010811,A062-D060-00010811.d1rho0.d2rho1.d3x31.d4y30.d5x50.d6y50.d7rho1.d8x30.d9y31.d10x50.d11y50.d12rho0,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
2214,TENSOR,D060-00010811,A062-D060-00010811.d1rho0.d2rho1.d3x31.d4y30.d5x50.d6y50.d7rho1.d8x30.d9y31.d10x50.d11y50.d12rho1,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
2215,TENSOR,D060-00010811,A062-D060-00010811.d1rho0.d2rho1.d3x31.d4y30.d5x50.d6y50.d7rho1.d8x31.d9y30.d10x50.d11y50.d12rho0,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
2216,TENSOR,D060-00010811,A062-D060-00010811.d1rho0.d2rho1.d3x31.d4y30.d5x50.d6y50.d7rho1.d8x31.d9y30.d10x50.d11y50.d12rho1,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
2217,TENSOR,D060-00010811,A062-D060-00010811.d1rho0.d2rho1.d3x31.d4y31.d5x50.d6y50.d7rho0.d8x30.d9y30.d10x50.d11y50.d12rho0,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
2218,TENSOR,D060-00010811,A062-D060-00010811.d1rho1.d2rho0.d3x31.d4y30.d5x50.d6y50.d7rho0.d8x30.d9y30.d10x50.d11y50.d12rho0,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
2219,TENSOR,D060-00008746,A062-D060-00008746.d1rho0.d2rho0.d3x30.d4y30.d5x51.d6y50.d7rho0.d8x30.d9y31.d10x51.d11y51.d12rho0,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
2220,TENSOR,D060-00008746,A062-D060-00008746.d1rho0.d2rho0.d3x30.d4y30.d5x51.d6y50.d7rho1.d8x30.d9y31.d10x51.d11y51.d12rho1,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
2221,TENSOR,D060-00008746,A062-D060-00008746.d1rho0.d2rho0.d3x30.d4y30.d5x51.d6y51.d7rho0.d8x30.d9y31.d10x51.d11y50.d12rho0,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
2222,TENSOR,D060-00008746,A062-D060-00008746.d1rho0.d2rho0.d3x30.d4y30.d5x51.d6y51.d7rho0.d8x30.d9y31.d10x51.d11y50.d12rho1,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
2223,TENSOR,D060-00008746,A062-D060-00008746.d1rho0.d2rho0.d3x30.d4y30.d5x51.d6y51.d7rho1.d8x30.d9y31.d10x51.d11y50.d12rho0,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
2224,TENSOR,D060-00008746,A062-D060-00008746.d1rho0.d2rho0.d3x30.d4y30.d5x51.d6y51.d7rho1.d8x30.d9y31.d10x51.d11y50.d12rho1,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
2225,TENSOR,D060-00008746,A062-D060-00008746.d1rho0.d2rho0.d3x30.d4y31.d5x51.d6y50.d7rho1.d8x31.d9y30.d10x51.d11y51.d12rho0,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
2226,TENSOR,D060-00008746,A062-D060-00008746.d1rho0.d2rho0.d3x30.d4y31.d5x51.d6y50.d7rho1.d8x31.d9y30.d10x51.d11y51.d12rho1,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
2227,TENSOR,D060-00008746,A062-D060-00008746.d1rho0.d2rho0.d3x30.d4y31.d5x51.d6y51.d7rho0.d8x30.d9y31.d10x50.d11y50.d12rho0,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
2228,TENSOR,D060-00008746,A062-D060-00008746.d1rho0.d2rho0.d3x30.d4y31.d5x51.d6y51.d7rho0.d8x30.d9y31.d10x50.d11y50.d12rho1,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
2229,TENSOR,D060-00008746,A062-D060-00008746.d1rho0.d2rho0.d3x30.d4y31.d5x51.d6y51.d7rho0.d8x30.d9y31.d10x51.d11y50.d12rho0,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
2230,TENSOR,D060-00008746,A062-D060-00008746.d1rho0.d2rho0.d3x30.d4y31.d5x51.d6y51.d7rho0.d8x30.d9y31.d10x51.d11y50.d12rho1,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
2231,TENSOR,D060-00008746,A062-D060-00008746.d1rho0.d2rho1.d3x30.d4y30.d5x51.d6y50.d7rho0.d8x30.d9y31.d10x51.d11y51.d12rho0,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
2232,TENSOR,D060-00008746,A062-D060-00008746.d1rho0.d2rho1.d3x30.d4y30.d5x51.d6y50.d7rho0.d8x30.d9y31.d10x51.d11y51.d12rho1,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
2233,TENSOR,D060-00008746,A062-D060-00008746.d1rho0.d2rho1.d3x30.d4y30.d5x51.d6y50.d7rho1.d8x30.d9y31.d10x51.d11y51.d12rho0,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
2234,TENSOR,D060-00008746,A062-D060-00008746.d1rho0.d2rho1.d3x30.d4y30.d5x51.d6y50.d7rho1.d8x30.d9y31.d10x51.d11y51.d12rho1,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
2235,TENSOR,D060-00008746,A062-D060-00008746.d1rho0.d2rho1.d3x30.d4y31.d5x51.d6y50.d7rho0.d8x30.d9y31.d10x50.d11y51.d12rho0,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
2236,TENSOR,D060-00008746,A062-D060-00008746.d1rho0.d2rho1.d3x30.d4y31.d5x51.d6y50.d7rho0.d8x30.d9y31.d10x50.d11y51.d12rho1,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
2237,TENSOR,D060-00008746,A062-D060-00008746.d1rho0.d2rho1.d3x30.d4y31.d5x51.d6y50.d7rho0.d8x30.d9y31.d10x51.d11y51.d12rho0,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
2238,TENSOR,D060-00008746,A062-D060-00008746.d1rho0.d2rho1.d3x30.d4y31.d5x51.d6y50.d7rho0.d8x30.d9y31.d10x51.d11y51.d12rho1,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
2239,TENSOR,D060-00008746,A062-D060-00008746.d1rho0.d2rho1.d3x30.d4y31.d5x51.d6y50.d7rho0.d8x31.d9y30.d10x51.d11y51.d12rho0,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
2240,TENSOR,D060-00008746,A062-D060-00008746.d1rho0.d2rho1.d3x30.d4y31.d5x51.d6y50.d7rho1.d8x30.d9y31.d10x51.d11y51.d12rho0,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
2241,TENSOR,D060-00008746,A062-D060-00008746.d1rho0.d2rho1.d3x30.d4y31.d5x51.d6y50.d7rho1.d8x30.d9y31.d10x51.d11y51.d12rho1,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
2242,TENSOR,D060-00008746,A062-D060-00008746.d1rho1.d2rho0.d3x30.d4y30.d5x51.d6y50.d7rho0.d8x30.d9y31.d10x51.d11y51.d12rho0,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
2243,TENSOR,D060-00008746,A062-D060-00008746.d1rho1.d2rho0.d3x30.d4y30.d5x51.d6y50.d7rho0.d8x30.d9y31.d10x51.d11y51.d12rho1,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
2244,TENSOR,D060-00008746,A062-D060-00008746.d1rho1.d2rho0.d3x30.d4y30.d5x51.d6y50.d7rho1.d8x30.d9y31.d10x51.d11y51.d12rho0,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
2245,TENSOR,D060-00008746,A062-D060-00008746.d1rho1.d2rho0.d3x30.d4y30.d5x51.d6y50.d7rho1.d8x30.d9y31.d10x51.d11y51.d12rho1,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
2246,TENSOR,D060-00008746,A062-D060-00008746.d1rho1.d2rho0.d3x30.d4y31.d5x51.d6y50.d7rho0.d8x30.d9y30.d10x51.d11y50.d12rho0,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
2247,TENSOR,D060-00008746,A062-D060-00008746.d1rho1.d2rho0.d3x30.d4y31.d5x51.d6y50.d7rho0.d8x30.d9y30.d10x51.d11y50.d12rho1,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
2248,TENSOR,D060-00008746,A062-D060-00008746.d1rho1.d2rho0.d3x30.d4y31.d5x51.d6y50.d7rho0.d8x30.d9y30.d10x51.d11y51.d12rho1,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
2249,TENSOR,D060-00008746,A062-D060-00008746.d1rho1.d2rho0.d3x30.d4y31.d5x51.d6y50.d7rho1.d8x30.d9y30.d10x51.d11y50.d12rho0,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
2250,TENSOR,D060-00008746,A062-D060-00008746.d1rho1.d2rho0.d3x30.d4y31.d5x51.d6y50.d7rho1.d8x30.d9y30.d10x51.d11y50.d12rho1,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
2251,TENSOR,D060-00008746,A062-D060-00008746.d1rho1.d2rho0.d3x30.d4y31.d5x51.d6y50.d7rho1.d8x30.d9y30.d10x51.d11y51.d12rho0,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
2252,TENSOR,D060-00008746,A062-D060-00008746.d1rho1.d2rho1.d3x30.d4y30.d5x51.d6y50.d7rho1.d8x30.d9y31.d10x51.d11y50.d12rho0,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
2253,TENSOR,D060-00008746,A062-D060-00008746.d1rho1.d2rho1.d3x30.d4y30.d5x51.d6y50.d7rho1.d8x30.d9y31.d10x51.d11y50.d12rho1,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
2254,TENSOR,D060-00008746,A062-D060-00008746.d1rho1.d2rho1.d3x30.d4y31.d5x51.d6y50.d7rho0.d8x30.d9y30.d10x51.d11y50.d12rho0,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
2255,TENSOR,D060-00008746,A062-D060-00008746.d1rho1.d2rho1.d3x30.d4y31.d5x51.d6y50.d7rho0.d8x30.d9y30.d10x51.d11y50.d12rho1,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
2256,TENSOR,D060-00008746,A062-D060-00008746.d1rho1.d2rho1.d3x30.d4y31.d5x51.d6y50.d7rho1.d8x30.d9y30.d10x51.d11y50.d12rho0,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
2257,TENSOR,D060-00005953,A062-D060-00005953.d1rho0.d2rho0.d3y31.d4x30.d5x51.d6y51.d7rho0.d8y31.d9x30.d10x51.d11y51.d12rho1,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
2258,TENSOR,D060-00005953,A062-D060-00005953.d1rho0.d2rho0.d3y31.d4x30.d5x51.d6y51.d7rho0.d8y31.d9x31.d10x50.d11y50.d12rho0,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
2259,TENSOR,D060-00005953,A062-D060-00005953.d1rho0.d2rho0.d3y31.d4x30.d5x51.d6y51.d7rho0.d8y31.d9x31.d10x50.d11y50.d12rho1,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
2260,TENSOR,D060-00005953,A062-D060-00005953.d1rho0.d2rho0.d3y31.d4x30.d5x51.d6y51.d7rho0.d8y31.d9x31.d10x50.d11y51.d12rho0,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
2261,TENSOR,D060-00005953,A062-D060-00005953.d1rho0.d2rho0.d3y31.d4x30.d5x51.d6y51.d7rho0.d8y31.d9x31.d10x50.d11y51.d12rho1,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
2262,TENSOR,D060-00005953,A062-D060-00005953.d1rho0.d2rho0.d3y31.d4x30.d5x51.d6y51.d7rho0.d8y31.d9x31.d10x51.d11y51.d12rho0,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
2263,TENSOR,D060-00005953,A062-D060-00005953.d1rho0.d2rho0.d3y31.d4x30.d5x51.d6y51.d7rho0.d8y31.d9x31.d10x51.d11y51.d12rho1,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
2264,TENSOR,D060-00005953,A062-D060-00005953.d1rho0.d2rho0.d3y31.d4x30.d5x51.d6y51.d7rho1.d8y31.d9x30.d10x51.d11y51.d12rho0,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
2265,TENSOR,D060-00005953,A062-D060-00005953.d1rho0.d2rho0.d3y31.d4x30.d5x51.d6y51.d7rho1.d8y31.d9x30.d10x51.d11y51.d12rho1,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
2266,TENSOR,D060-00005953,A062-D060-00005953.d1rho0.d2rho0.d3y31.d4x30.d5x51.d6y51.d7rho1.d8y31.d9x31.d10x50.d11y50.d12rho0,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
2267,TENSOR,D060-00005953,A062-D060-00005953.d1rho0.d2rho0.d3y31.d4x30.d5x51.d6y51.d7rho1.d8y31.d9x31.d10x50.d11y51.d12rho0,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
2268,TENSOR,D060-00005953,A062-D060-00005953.d1rho0.d2rho0.d3y31.d4x30.d5x51.d6y51.d7rho1.d8y31.d9x31.d10x51.d11y50.d12rho1,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
2269,TENSOR,D060-00005953,A062-D060-00005953.d1rho0.d2rho0.d3y31.d4x30.d5x51.d6y51.d7rho1.d8y31.d9x31.d10x51.d11y51.d12rho0,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
2270,TENSOR,D060-00005953,A062-D060-00005953.d1rho0.d2rho0.d3y31.d4x30.d5x51.d6y51.d7rho1.d8y31.d9x31.d10x51.d11y51.d12rho1,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
2271,TENSOR,D060-00005953,A062-D060-00005953.d1rho0.d2rho0.d3y31.d4x31.d5x51.d6y51.d7rho0.d8y31.d9x30.d10x50.d11y50.d12rho0,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
2272,TENSOR,D060-00005953,A062-D060-00005953.d1rho0.d2rho0.d3y31.d4x31.d5x51.d6y51.d7rho0.d8y31.d9x30.d10x50.d11y51.d12rho0,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
2273,TENSOR,D060-00005953,A062-D060-00005953.d1rho0.d2rho0.d3y31.d4x31.d5x51.d6y51.d7rho0.d8y31.d9x30.d10x50.d11y51.d12rho1,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
2274,TENSOR,D060-00005953,A062-D060-00005953.d1rho0.d2rho0.d3y31.d4x31.d5x51.d6y51.d7rho1.d8y31.d9x30.d10x50.d11y50.d12rho1,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
2275,TENSOR,D060-00005953,A062-D060-00005953.d1rho0.d2rho0.d3y31.d4x31.d5x51.d6y51.d7rho1.d8y31.d9x30.d10x50.d11y51.d12rho0,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
2276,TENSOR,D060-00005953,A062-D060-00005953.d1rho0.d2rho1.d3y31.d4x30.d5x51.d6y51.d7rho0.d8y31.d9x30.d10x51.d11y51.d12rho0,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
2277,TENSOR,D060-00005953,A062-D060-00005953.d1rho0.d2rho1.d3y31.d4x30.d5x51.d6y51.d7rho0.d8y31.d9x30.d10x51.d11y51.d12rho1,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
2278,TENSOR,D060-00005953,A062-D060-00005953.d1rho0.d2rho1.d3y31.d4x30.d5x51.d6y51.d7rho0.d8y31.d9x31.d10x51.d11y50.d12rho0,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
2279,TENSOR,D060-00005953,A062-D060-00005953.d1rho0.d2rho1.d3y31.d4x30.d5x51.d6y51.d7rho0.d8y31.d9x31.d10x51.d11y50.d12rho1,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
2280,TENSOR,D060-00005953,A062-D060-00005953.d1rho0.d2rho1.d3y31.d4x30.d5x51.d6y51.d7rho0.d8y31.d9x31.d10x51.d11y51.d12rho0,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
2281,TENSOR,D060-00005953,A062-D060-00005953.d1rho0.d2rho1.d3y31.d4x30.d5x51.d6y51.d7rho0.d8y31.d9x31.d10x51.d11y51.d12rho1,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
2282,TENSOR,D060-00005953,A062-D060-00005953.d1rho0.d2rho1.d3y31.d4x30.d5x51.d6y51.d7rho1.d8y31.d9x31.d10x51.d11y50.d12rho0,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
2283,TENSOR,D060-00005953,A062-D060-00005953.d1rho0.d2rho1.d3y31.d4x30.d5x51.d6y51.d7rho1.d8y31.d9x31.d10x51.d11y50.d12rho1,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
2284,TENSOR,D060-00005953,A062-D060-00005953.d1rho0.d2rho1.d3y31.d4x30.d5x51.d6y51.d7rho1.d8y31.d9x31.d10x51.d11y51.d12rho0,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
2285,TENSOR,D060-00005953,A062-D060-00005953.d1rho0.d2rho1.d3y31.d4x31.d5x51.d6y51.d7rho0.d8y31.d9x30.d10x50.d11y50.d12rho0,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
2286,TENSOR,D060-00005953,A062-D060-00005953.d1rho0.d2rho1.d3y31.d4x31.d5x51.d6y51.d7rho0.d8y31.d9x30.d10x51.d11y50.d12rho1,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
2287,TENSOR,D060-00005953,A062-D060-00005953.d1rho0.d2rho1.d3y31.d4x31.d5x51.d6y51.d7rho1.d8y31.d9x30.d10x51.d11y50.d12rho0,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
2288,TENSOR,D060-00005953,A062-D060-00005953.d1rho0.d2rho1.d3y31.d4x31.d5x51.d6y51.d7rho1.d8y31.d9x30.d10x51.d11y50.d12rho1,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
2289,TENSOR,D060-00005953,A062-D060-00005953.d1rho1.d2rho0.d3y31.d4x30.d5x51.d6y51.d7rho0.d8y31.d9x30.d10x51.d11y50.d12rho0,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
2290,TENSOR,D060-00005953,A062-D060-00005953.d1rho1.d2rho0.d3y31.d4x30.d5x51.d6y51.d7rho0.d8y31.d9x31.d10x51.d11y50.d12rho0,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
2291,TENSOR,D060-00005953,A062-D060-00005953.d1rho1.d2rho0.d3y31.d4x30.d5x51.d6y51.d7rho0.d8y31.d9x31.d10x51.d11y50.d12rho1,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
2292,TENSOR,D060-00005953,A062-D060-00005953.d1rho1.d2rho0.d3y31.d4x30.d5x51.d6y51.d7rho1.d8y31.d9x31.d10x51.d11y50.d12rho0,final_replay_only,p1_closure_interval_record_freeze_candidate,frozen_closure_candidate,pass_final_replay_only,True
